No	GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6389	64225	3.62e-02	2.14e-02	0.2562	2.300.312	0.589434	18.32	ATL2	atlastin GTPase 2
6390	63971	3.63e-02	2.15e-02	0.2215	-2.299.722	-0.5092774	20.77	KIF13A	kinesin family member 13A
6391	199870	3.64e-02	2.15e-02	0.2827	-2.298.792	-0.6498885	16.4	FAM76A	family with sequence similarity 76 member A
6392	4715	3.64e-02	2.15e-02	0.0967	2.298.504	0.2221616	4779.66	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
6393	23223	3.64e-02	2.15e-02	0.1805	2.298.539	0.4149335	48.96	RRP12	ribosomal RNA processing 12 homolog
6394	51465	3.64e-02	2.15e-02	0.1529	-2.298.411	-0.3513947	129.47	UBE2J1	ubiquitin conjugating enzyme E2 J1
6395	9774	3.64e-02	2.15e-02	0.0685	2.298.286	0.157457	356.53	BCLAF1	BCL2 associated transcription factor 1
6396	11237	3.66e-02	2.17e-02	0.1852	-2.295.728	-0.4250789	25.7	RNF24	ring finger protein 24
6397	56912	3.67e-02	2.18e-02	0.1684	2.294.584	0.3864877	120.08	IFT46	intraflagellar transport 46
6398	202052	3.68e-02	2.18e-02	0.1896	2.294.189	0.4349783	40.48	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
6399	79228	3.68e-02	2.18e-02	0.1345	2.293.769	0.308475	38.45	THOC6	THO complex subunit 6
6400	6391	3.69e-02	2.19e-02	0.1358	-2.292.906	-0.3114703	779.97	SDHC	succinate dehydrogenase complex subunit C
6401	84240	3.69e-02	2.19e-02	0.0853	229.294	0.1955817	253.57	ZCCHC9	zinc finger CCHC-type containing 9
6402	79680	3.69e-02	2.19e-02	0.1942	2.292.292	0.4452616	28.8	RTL10	retrotransposon Gag like 10
6403	5395	3.70e-02	2.19e-02	0.156	2.291.839	0.3575204	48.78	PMS2	PMS1 homolog 2, mismatch repair system component
6404	9742	3.70e-02	2.19e-02	0.2424	2.291.579	0.5554477	10.93	IFT140	intraflagellar transport 140
6405	85002	3.70e-02	2.19e-02	0.1944	2.291.386	0.4454951	12.66	FAM86B1	family with sequence similarity 86 member B1
6406	29109	3.70e-02	2.19e-02	0.3334	-2.291.443	-0.7639422	36.05	FHOD1	formin homology 2 domain containing 1
6407	150684	3.72e-02	2.20e-02	0.1055	-2.289.667	-0.2414604	441.14	COMMD1	copper metabolism domain containing 1
6408	10755	3.72e-02	2.21e-02	0.1354	2.288.928	0.3099499	33.16	GIPC1	GIPC PDZ domain containing family member 1
6409	817	3.73e-02	2.21e-02	0.2568	-228.788	-0.58751	32.96	CAMK2D	calcium/calmodulin dependent protein kinase II delta
6410	2963	3.74e-02	2.22e-02	0.087	2.286.931	0.1989069	173.3	GTF2F2	general transcription factor IIF subunit 2
6411	257396	3.76e-02	2.23e-02	0.2955	2.285.447	0.6752513	17.53	MOCS2-DT	MOCS2 divergent transcript
6412	51160	3.76e-02	2.23e-02	0.0754	2.284.632	0.1722746	1358.42	VPS28	VPS28 subunit of ESCRT-I
6413	51003	3.78e-02	2.24e-02	0.0694	2.282.769	0.1583903	183.72	MED31	mediator complex subunit 31
6414	100533467	3.78e-02	2.25e-02	0.0995	-2.282.357	-0.2271849	33.26	BIVM-ERCC5	BIVM-ERCC5 readthrough
6415	54465	3.79e-02	2.25e-02	0.2728	2.282.013	0.6225747	14.43	ETAA1	ETAA1 activator of ATR kinase
6416	9988	3.79e-02	2.25e-02	0.1217	2.281.649	0.2777132	53.29	DMTF1	cyclin D binding myb like transcription factor 1
6417	201627	3.80e-02	2.26e-02	0.2921	-2.280.519	-0.6660818	15.86	DENND6A	DENN domain containing 6A
6418	390637	3.80e-02	2.26e-02	0.2423	-228.031	-0.552477	12.18	GDPGP1	GDP-D-glucose phosphorylase 1
6419	221960	3.80e-02	2.26e-02	0.1462	2.280.105	0.333352	42.47	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
6420	5394	3.81e-02	2.27e-02	0.0795	2.279.127	0.1811256	298.28	EXOSC10	exosome component 10
6421	23505	3.82e-02	2.27e-02	0.2282	-2.277.953	-0.5198626	22.66	TMEM131	transmembrane protein 131
6422	134266	3.83e-02	2.28e-02	0.1739	2.277.282	0.3960605	47.18	GRPEL2	GrpE like 2, mitochondrial
6423	599	3.84e-02	2.28e-02	0.2986	-2.276.692	-0.6799099	11.57	BCL2L2	BCL2 like 2
6424	201254	3.84e-02	2.28e-02	0.165	227.662	0.3756614	358.48	CENPX	centromere protein X
6425	440515	3.84e-02	2.28e-02	0.1851	2.276.594	0.4214816	44.77	ZNF506	zinc finger protein 506
6426	79842	3.84e-02	2.28e-02	0.1827	-2.276.504	-0.4158917	18.08	ZBTB3	zinc finger and BTB domain containing 3
6427	146691	3.84e-02	2.28e-02	0.2443	-2.276.359	-0.5560011	14.29	TOM1L2	target of myb1 like 2 membrane trafficking protein
6428	84996	3.84e-02	2.29e-02	0.2299	2.275.932	0.5232502	35.6	URB1-AS1	URB1 antisense RNA 1 (head to head)
6429	81889	3.84e-02	2.29e-02	0.112	2.275.628	0.2547878	197.01	FAHD1	fumarylacetoacetate hydrolase domain containing 1
6430	142891	3.85e-02	2.29e-02	0.1967	-2.275.123	-0.4474766	29.08	SAMD8	sterile alpha motif domain containing 8
6431	56916	3.85e-02	2.29e-02	0.1367	-2.274.926	-0.3110612	57.19	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
6432	200014	3.85e-02	2.29e-02	0.1892	-2.274.731	-0.4304159	23.9	CC2D1B	coiled-coil and C2 domain containing 1B
6433	27	3.86e-02	2.30e-02	0.1416	2.273.895	0.3218949	79.36	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase
6434	24145	3.87e-02	2.31e-02	0.1841	-2.272.275	-0.4183237	61.37	PANX1	pannexin 1
6435	1437	3.88e-02	2.31e-02	0.6352	2.271.834	14.429.674	107.31	CSF2	colony stimulating factor 2
6436	5073	3.89e-02	2.31e-02	0.1129	2.271.048	0.2564355	116.67	PARN	poly(A)-specific ribonuclease
6437	55701	3.89e-02	2.32e-02	0.2628	-2.270.379	-0.5966389	16.32	ARHGEF40	Rho guanine nucleotide exchange factor 40
6438	90809	3.89e-02	2.32e-02	0.2217	-2.270.006	-0.5033334	38.57	PIP4P1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1
6439	53981	3.90e-02	2.32e-02	0.1005	-2.269.858	-0.2282233	140.69	CPSF2	cleavage and polyadenylation specific factor 2
6440	89910	3.90e-02	2.32e-02	0.1335	2.269.725	0.3029871	66.37	UBE3B	ubiquitin protein ligase E3B
6441	3656	3.90e-02	2.32e-02	0.328	2.269.548	0.7444826	31.5	IRAK2	interleukin 1 receptor associated kinase 2
6442	23369	3.90e-02	2.32e-02	0.1162	-2.269.334	-0.2635948	70.9	PUM2	pumilio RNA binding family member 2
6443	1315	3.91e-02	2.33e-02	0.1046	2.268.408	0.2371803	514.69	COPB1	COPI coat complex subunit beta 1
6444	9889	3.91e-02	2.33e-02	0.2253	-2.267.919	-0.5110081	16.1	ZBED4	zinc finger BED-type containing 4
6445	7398	3.92e-02	2.34e-02	0.1366	2.267.107	0.3097523	60.16	USP1	ubiquitin specific peptidase 1
6446	339263	3.92e-02	2.34e-02	0.2831	2.267.155	0.6418384	27.93	LINC02693	long intergenic non-protein coding RNA 2693
6447	25782	3.93e-02	2.34e-02	0.1409	-2.266.244	-0.3193754	52.69	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
6448	8722	3.93e-02	2.35e-02	0.4196	2.265.783	0.9507852	16.9	CTSF	cathepsin F
6449	92002	3.93e-02	2.35e-02	0.2321	2.265.675	0.5257589	17.16	CCNQ	cyclin Q
6450	84299	3.94e-02	2.35e-02	0.1101	2.264.722	0.2492473	223.01	MIEN1	migration and invasion enhancer 1
6451	55660	3.94e-02	2.36e-02	0.0633	2.264.363	0.1433411	491.15	PRPF40A	pre-mRNA processing factor 40 homolog A
6452	6664	3.95e-02	2.36e-02	0.3966	2.263.298	0.897551	70.36	SOX11	SRY-box transcription factor 11
6453	23314	3.95e-02	2.36e-02	0.3691	2.263.285	0.8352704	12.78	SATB2	SATB homeobox 2
6454	8481	3.95e-02	2.36e-02	0.1579	226.323	0.357277	38.04	OFD1	OFD1 centriole and centriolar satellite protein
6455	642236	3.97e-02	2.37e-02	0.1275	-2.261.226	-0.2883251	25.84	FRG1JP	FSHD region gene 1 family member J, pseudogene
6456	50649	3.98e-02	2.38e-02	0.2042	2.260.747	0.4617071	14.58	ARHGEF4	Rho guanine nucleotide exchange factor 4
6457	9274	3.98e-02	2.38e-02	0.24	2.260.503	0.542491	14.55	BCL7C	BAF chromatin remodeling complex subunit BCL7C
6458	134359	3.99e-02	2.39e-02	0.1785	2.259.313	0.4032127	110.52	POC5	POC5 centriolar protein
6459	7189	4.02e-02	2.40e-02	0.145	-2.256.437	-0.3270728	31.36	TRAF6	TNF receptor associated factor 6
6460	55689	4.02e-02	2.41e-02	0.2711	-2.256.242	-0.6117741	19.85	YEATS2	YEATS domain containing 2
6461	548645	4.03e-02	2.41e-02	0.1909	2.255.732	0.4306403	37.59	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25
6462	4669	4.03e-02	2.41e-02	0.2745	-2.255.535	-0.6190464	22.7	NAGLU	N-acetyl-alpha-glucosaminidase
6463	57648	4.04e-02	2.41e-02	0.2957	2.254.838	0.6666639	23.23	KIAA1522	KIAA1522
6464	84861	4.04e-02	2.42e-02	0.2018	-2.254.568	-0.4550248	10.77	KLHL22	kelch like family member 22
6465	79598	4.04e-02	2.42e-02	0.2397	2.254.099	0.5403387	20.72	CEP97	centrosomal protein 97
6466	550643	4.06e-02	2.43e-02	0.0756	2.252.073	0.1702968	1044.51	NBDY	negative regulator of P-body association
6467	27044	4.08e-02	2.44e-02	0.1191	2.250.344	0.2680677	301.97	SND1	staphylococcal nuclease and tudor domain containing 1
6468	548593	4.08e-02	2.44e-02	0.1321	2.249.995	0.2972469	20.64	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit
6469	54832	4.09e-02	2.45e-02	0.1505	-2.249.281	-0.3384999	139.93	VPS13C	vacuolar protein sorting 13 homolog C
6470	286410	4.09e-02	2.45e-02	0.2532	2.249.184	0.5693968	22.4	ATP11C	ATPase phospholipid transporting 11C
6471	23258	4.09e-02	2.45e-02	0.2025	-2.248.922	-0.4554165	34.59	DENND5A	DENN domain containing 5A
6472	1060	4.10e-02	2.46e-02	0.1899	-2.248.313	-0.4270165	63.77	CENPC	centromere protein C
6473	8239	4.10e-02	2.46e-02	0.1508	2.248.288	0.3391476	203.92	USP9X	ubiquitin specific peptidase 9 X-linked
6474	83759	4.11e-02	2.46e-02	0.1172	2.247.104	0.2633506	97.22	RBM4B	RNA binding motif protein 4B
6475	23276	4.12e-02	2.47e-02	0.1237	-2.246.416	-0.2777751	68.71	KLHL18	kelch like family member 18
6476	10641	4.12e-02	2.47e-02	0.1476	2.246.024	0.3315371	110.28	NPRL2	NPR2 like, GATOR1 complex subunit
6477	83742	4.15e-02	2.49e-02	0.2422	2.242.977	0.5432672	24.12	MARVELD1	MARVEL domain containing 1
6478	11276	4.15e-02	2.49e-02	0.1566	-2.242.877	-0.3511761	52.61	SYNRG	synergin gamma
6479	10036	4.16e-02	2.49e-02	0.2256	2.242.685	0.5058894	27.57	CHAF1A	chromatin assembly factor 1 subunit A
6480	102725231	4.16e-02	2.50e-02	0.3379	2.242.083	0.7576231	27.57	LOC102725231	uncharacterized LOC102725231
6481	100129195	4.16e-02	2.50e-02	0.2278	-2.242.126	-0.510716	30.49	ZSCAN16-AS1	ZSCAN16 antisense RNA 1
6482	57609	4.16e-02	2.50e-02	0.1742	-224.195	-0.3905029	41.56	DIP2B	disco interacting protein 2 homolog B
6483	11123	4.17e-02	2.50e-02	0.4162	-224.137	-0.9329323	14.13	RCAN3	RCAN family member 3
6484	219738	4.17e-02	2.50e-02	0.3015	2.241.291	0.6756933	12.41	FAM241B	family with sequence similarity 241 member B
6485	26517	4.17e-02	2.50e-02	0.1069	2.241.027	0.2396628	430.22	TIMM13	translocase of inner mitochondrial membrane 13
6486	100129461	4.17e-02	2.51e-02	0.3683	2.240.468	0.825075	15.82	LYRM4-AS1	LYRM4 antisense RNA 1
6487	100532726	4.17e-02	2.51e-02	0.1033	2.240.447	0.2313873	1200.61	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough
6488	10026	4.18e-02	2.51e-02	0.1211	-2.240.168	-0.2713889	115.71	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
6489	64220	4.18e-02	2.51e-02	0.4752	2.239.462	10.642.898	21.45	STRA6	signaling receptor and transporter of retinol STRA6
6490	92335	4.20e-02	2.52e-02	0.12	-2.238.191	-0.2684876	60.32	STRADA	STE20 related adaptor alpha
6491	110599588	4.23e-02	2.54e-02	0.1463	2.235.293	0.3270621	22.27	ASDURF	ASNSD1 upstream open reading frame
6492	26063	4.24e-02	2.55e-02	0.2496	2.234.478	0.5576351	23.09	DECR2	2,4-dienoyl-CoA reductase 2
6493	80856	4.25e-02	2.55e-02	0.2197	-2.233.434	-0.4907966	41.57	LNPK	lunapark, ER junction formation factor
6494	389831	4.25e-02	2.55e-02	0.3167	2.233.401	0.7073003	20.83	LOC389831	uncharacterized LOC389831
6495	90639	4.25e-02	2.56e-02	0.1893	2.232.647	0.422657	105.11	COX19	cytochrome c oxidase assembly factor COX19
6496	54872	4.30e-02	2.59e-02	0.1318	-222.823	-0.293618	32.51	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
6497	9993	4.31e-02	2.59e-02	0.2186	-2.227.647	-0.4870651	23.76	DGCR2	DiGeorge syndrome critical region gene 2
6498	116236	4.31e-02	2.59e-02	0.2975	-2.227.347	-0.6625717	13.92	ABHD15	abhydrolase domain containing 15
6499	4133	4.31e-02	2.59e-02	0.428	2.227.108	0.9531731	19.03	MAP2	microtubule associated protein 2
6500	9610	4.32e-02	2.60e-02	0.2751	-2.226.531	-0.6125269	13.08	RIN1	Ras and Rab interactor 1
6501	7529	4.32e-02	2.60e-02	0.0871	2.226.413	0.1939293	1593.66	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
6502	11201	4.32e-02	2.60e-02	0.2381	-2.226.108	-0.5299976	15.78	POLI	DNA polymerase iota
6503	6400	4.33e-02	2.60e-02	0.191	-222.566	-0.4251543	135.97	SEL1L	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
6504	7265	4.33e-02	2.61e-02	0.0724	222.542	0.1610372	1156.3	TTC1	tetratricopeptide repeat domain 1
6505	28977	4.33e-02	2.61e-02	0.1512	2.224.862	0.3364026	836.22	MRPL42	mitochondrial ribosomal protein L42
6506	78994	4.34e-02	2.61e-02	0.2746	-222.424	-0.6108011	11.41	PRR14	proline rich 14
6507	55738	4.35e-02	2.62e-02	0.1803	2.223.195	0.4008468	29.85	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
6508	4144	4.36e-02	2.63e-02	0.0852	-2.222.443	-0.1893272	140.64	MAT2A	methionine adenosyltransferase 2A
6509	2774	4.37e-02	2.63e-02	0.1419	-222.166	-0.3152352	27.68	GNAL	G protein subunit alpha L
6510	6009	4.37e-02	2.63e-02	0.1322	-2.221.374	-0.2936509	171.91	RHEB	Ras homolog, mTORC1 binding
6511	7703	4.37e-02	2.63e-02	0.1613	2.221.262	0.3582531	14.52	PCGF2	polycomb group ring finger 2
6512	23029	4.37e-02	2.64e-02	0.0929	2.220.849	0.2064042	669.34	RBM34	RNA binding motif protein 34
6513	114926	4.38e-02	2.64e-02	0.1426	2.220.445	0.316575	105.25	SMIM19	small integral membrane protein 19
6514	8462	4.38e-02	2.64e-02	0.2473	-2.220.349	-0.5491906	21.06	KLF11	KLF transcription factor 11
6515	286102	4.39e-02	2.65e-02	0.1387	-2.219.539	-0.3077598	35.31	TMED10P1	transmembrane p24 trafficking protein 10 pseudogene 1
6516	4719	4.39e-02	2.65e-02	0.0931	-2.219.015	-0.2065158	239.76	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1
6517	100303728	4.41e-02	2.66e-02	0.1968	-2.217.254	-0.4364555	8.53	SLC25A5-AS1	SLC25A5 antisense RNA 1
6518	55343	4.41e-02	2.66e-02	0.2398	-2.217.164	-0.5315821	31.36	SLC35C1	solute carrier family 35 member C1
6519	26505	4.41e-02	2.66e-02	0.2708	2.217.047	0.600481	13.28	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
6520	23424	4.41e-02	2.66e-02	0.3204	-2.216.707	-0.710152	53.85	TDRD7	tudor domain containing 7
6521	5999	4.43e-02	2.68e-02	0.4208	2.214.969	0.9321379	660.76	RGS4	regulator of G protein signaling 4
6522	5687	4.44e-02	2.68e-02	0.0738	-221.481	-0.1634395	3645.38	PSMA6	proteasome 20S subunit alpha 6
6523	11180	4.44e-02	2.68e-02	0.0953	2.214.196	0.2110428	114.75	WDR6	WD repeat domain 6
6524	440944	4.45e-02	2.69e-02	0.1312	2.213.615	0.2903632	89.19	THUMPD3-AS1	THUMPD3 antisense RNA 1
6525	8454	4.45e-02	2.69e-02	0.1834	-2.213.252	-0.4059463	47.37	CUL1	cullin 1
6526	220965	4.45e-02	2.69e-02	0.5706	2.213.065	12.628.549	37.2	FAM13C	family with sequence similarity 13 member C
6527	203547	4.46e-02	2.69e-02	0.0962	-2.212.629	-0.2128888	139.44	VMA21	vacuolar ATPase assembly factor VMA21
6528	8692	4.46e-02	2.69e-02	0.1806	2.212.534	0.3996027	77.06	HYAL2	hyaluronidase 2
6529	64969	4.46e-02	2.70e-02	0.1059	-2.211.989	-0.2342707	309.85	MRPS5	mitochondrial ribosomal protein S5
6530	55352	4.48e-02	2.71e-02	0.1367	2.210.688	0.3022091	97.47	COPRS	coordinator of PRMT5 and differentiation stimulator
6531	112724	4.48e-02	2.71e-02	0.2685	-2.210.481	-0.5935029	15.1	RDH13	retinol dehydrogenase 13
6532	5828	4.49e-02	2.71e-02	0.0785	2.209.383	0.1735134	307.96	PEX2	peroxisomal biogenesis factor 2
6533	64135	4.49e-02	2.72e-02	0.3875	-2.209.082	-0.8559777	164.19	IFIH1	interferon induced with helicase C domain 1
6534	79005	4.50e-02	2.72e-02	0.0924	2.208.769	0.2040333	447	SCNM1	sodium channel modifier 1
6535	27068	4.50e-02	2.72e-02	0.1174	-2.208.023	-0.2591561	183.33	PPA2	inorganic pyrophosphatase 2
6536	80127	4.50e-02	2.72e-02	0.303	2.208.006	0.6689596	10.89	BBOF1	basal body orientation factor 1
6537	54948	4.51e-02	2.73e-02	0.1217	-220.739	-0.2686951	151.67	MRPL16	mitochondrial ribosomal protein L16
6538	84298	4.51e-02	2.73e-02	0.065	2.207.389	0.1434706	858.74	LLPH	LLP homolog, long-term synaptic facilitation factor
6539	79872	4.51e-02	2.73e-02	0.1156	-2.207.241	-0.2551917	287.65	CBLL1	Cbl proto-oncogene like 1
6540	11319	4.52e-02	2.73e-02	0.0883	220.656	0.1949155	316.38	ECD	ecdysoneless cell cycle regulator
6541	134637	4.52e-02	2.74e-02	0.1988	220.629	0.4385929	27.75	ADAT2	adenosine deaminase tRNA specific 2
6542	378108	4.53e-02	2.75e-02	0.1322	-220.493	-0.291591	17.92	TRIM74	tripartite motif containing 74
6543	79776	4.53e-02	2.75e-02	0.296	220.488	0.6526559	20.85	ZFHX4	zinc finger homeobox 4
6544	7050	4.53e-02	2.75e-02	0.1439	2.204.907	0.3173514	222.02	TGIF1	TGFB induced factor homeobox 1
6545	100507127	4.53e-02	2.75e-02	0.6005	2.204.797	1.323.892	27.49	LINC00707	long intergenic non-protein coding RNA 707
6546	134429	4.54e-02	2.75e-02	0.1513	-2.204.321	-0.3334511	77.31	STARD4	StAR related lipid transfer domain containing 4
6547	3297	4.54e-02	2.75e-02	0.16	2.204.173	0.352648	26.31	HSF1	heat shock transcription factor 1
6548	51566	4.54e-02	2.75e-02	0.0742	-2.203.703	-0.1635577	171.81	ARMCX3	armadillo repeat containing X-linked 3
6549	105374003	4.55e-02	2.76e-02	0.4797	2.203.612	10.571.128	17.33	LOC105374003	uncharacterized LOC105374003
6550	11073	4.55e-02	2.76e-02	0.1895	2.203.427	0.4174716	30.69	TOPBP1	DNA topoisomerase II binding protein 1
6551	10654	4.55e-02	2.76e-02	0.2101	-220.316	-0.4629173	62.08	PMVK	phosphomevalonate kinase
6552	5806	4.56e-02	2.77e-02	0.337	220.187	0.7420125	79.42	PTX3	pentraxin 3
6553	3575	4.57e-02	2.77e-02	0.3451	2.201.112	0.7597102	695.58	IL7R	interleukin 7 receptor
6554	29123	4.59e-02	2.79e-02	0.1563	21.991	0.3436657	300.45	ANKRD11	ankyrin repeat domain containing 11
6555	9616	4.61e-02	2.80e-02	0.0683	-2.197.905	-0.1500303	717.59	RNF7	ring finger protein 7
6556	4537	4.61e-02	2.80e-02	0.2071	-2.197.558	-0.4550595	1684.93	ND3	NADH dehydrogenase subunit 3
6557	84255	4.63e-02	2.81e-02	0.3208	2.195.946	0.7045631	11.41	SLC37A3	solute carrier family 37 member 3
6558	112268222	4.63e-02	2.81e-02	0.1392	2.195.732	0.3057111	30.31	LOC112268222	
6559	6164	4.63e-02	2.81e-02	0.1212	2.195.671	0.2661493	11769.83	RPL34	ribosomal protein L34
6560	135152	4.64e-02	2.82e-02	0.1777	-2.194.609	-0.3900633	18.15	B3GAT2	beta-1,3-glucuronyltransferase 2
6561	283578	4.65e-02	2.82e-02	0.3222	-2.194.379	-0.7071279	13.46	TMED8	transmembrane p24 trafficking protein family member 8
6562	54058	4.65e-02	2.82e-02	0.3138	2.193.983	0.6885672	12.59	C21orf58	chromosome 21 open reading frame 58
6563	105371453	4.66e-02	2.83e-02	0.3669	2.193.402	0.8046824	8.78	BCAN-AS1	BCAN antisense RNA 1
6564	11200	4.67e-02	2.83e-02	0.1906	2.192.488	0.4179169	85.2	CHEK2	checkpoint kinase 2
6565	4938	4.67e-02	2.84e-02	0.3565	-2.191.799	-0.7814837	2692.32	OAS1	2'-5'-oligoadenylate synthetase 1
6566	57695	4.68e-02	2.84e-02	0.1772	-2.191.397	-0.3882786	37.75	USP37	ubiquitin specific peptidase 37
6567	54784	4.68e-02	2.84e-02	0.197	-2.191.397	-0.431811	23.35	ALKBH4	alkB homolog 4, lysine demethylase
6568	84250	4.68e-02	2.84e-02	0.1528	2.191.255	0.3347916	76.61	SLF1	SMC5-SMC6 complex localization factor 1
6569	219333	4.68e-02	2.85e-02	0.2414	-2.190.834	-0.5288894	18.41	USP12	ubiquitin specific peptidase 12
6570	10153	4.69e-02	2.85e-02	0.1036	2.190.062	0.2267921	318.07	CEBPZ	CCAAT enhancer binding protein zeta
6571	115708	4.71e-02	2.86e-02	0.3162	2.188.614	0.6921331	15.47	TRMT61A	tRNA methyltransferase 61A
6572	113675	4.71e-02	2.86e-02	0.1514	-2.188.534	-0.3313661	76.57	SDSL	serine dehydratase like
6573	821	4.72e-02	2.87e-02	0.0983	2.187.676	0.2151203	668.03	CANX	calnexin
6574	401264	4.72e-02	2.87e-02	0.3313	2.187.547	0.7248362	8.2	TRAM2-AS1	TRAM2 antisense RNA 1 (head to head)
6575	641371	4.72e-02	2.87e-02	0.1411	-2.186.997	-0.3085554	62.56	ACOT1	acyl-CoA thioesterase 1
6576	54680	4.73e-02	2.88e-02	0.1889	218.602	0.4129934	31.67	ZNHIT6	zinc finger HIT-type containing 6
6577	4055	4.73e-02	2.88e-02	0.1772	-2.185.991	-0.3874344	121.32	LTBR	lymphotoxin beta receptor
6578	2937	4.74e-02	2.88e-02	0.0942	2.185.654	0.205889	159.25	GSS	glutathione synthetase
6579	9044	4.75e-02	2.89e-02	0.2734	-2.184.687	-0.5973552	16.27	BTAF1	B-TFIID TATA-box binding protein associated factor 1
6580	57827	4.75e-02	2.89e-02	0.3002	-2.184.485	-0.6557832	9.15	C6orf47	chromosome 6 open reading frame 47
6581	144402	4.75e-02	2.90e-02	0.1029	-2.184.164	-0.2247867	133.94	CPNE8	copine 8
6582	3269	4.75e-02	2.90e-02	0.2628	2.184.101	0.5740351	94.99	HRH1	histamine receptor H1
6583	57794	4.76e-02	2.90e-02	0.1562	2.183.573	0.3410103	28.66	SUGP1	SURP and G-patch domain containing 1
6584	55074	4.76e-02	2.90e-02	0.1358	2.183.453	0.2965156	61.86	OXR1	oxidation resistance 1
6585	79071	4.77e-02	2.91e-02	0.3472	2.182.599	0.7577457	19.92	ELOVL6	ELOVL fatty acid elongase 6
6586	128977	4.77e-02	2.91e-02	0.1649	-2.182.474	-0.3599045	54.38	C22orf39	chromosome 22 open reading frame 39
6587	23633	4.77e-02	2.91e-02	0.1086	2.182.228	0.2369268	282.94	KPNA6	karyopherin subunit alpha 6
6588	7385	4.77e-02	2.91e-02	0.1064	2.182.228	0.2320841	1556.63	UQCRC2	ubiquinol-cytochrome c reductase core protein 2
6589	84124	4.77e-02	2.91e-02	0.1689	-2.181.894	-0.3684326	42.25	ZNF394	zinc finger protein 394
6590	4077	4.78e-02	2.92e-02	0.0865	2.181.096	0.1887312	127.17	NBR1	NBR1 autophagy cargo receptor
6591	3020	4.80e-02	2.93e-02	0.1925	-2.179.923	-0.4195581	900.29	H3-3A	H3.3 histone A
6592	23600	4.80e-02	2.93e-02	0.2118	-2.179.575	-0.4615928	9.25	AMACR	alpha-methylacyl-CoA racemase
6593	1797	4.80e-02	2.93e-02	0.2169	2.179.311	0.4726321	20.36	DXO	decapping exoribonuclease
6594	57451	4.81e-02	2.93e-02	0.396	2.179.009	0.862796	51.01	TENM2	teneurin transmembrane protein 2
6595	171023	4.82e-02	2.94e-02	0.1889	2.178.129	0.4113508	38.25	ASXL1	ASXL transcriptional regulator 1
6596	92270	4.82e-02	2.94e-02	0.4184	2.177.851	0.9112142	14.88	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)
6597	54497	4.82e-02	2.94e-02	0.2536	-2.177.733	-0.5523497	21.31	HEATR5B	HEAT repeat containing 5B
6598	80745	4.82e-02	2.95e-02	0.2198	2.177.382	0.4784914	22.23	THUMPD2	THUMP domain containing 2
6599	54554	4.82e-02	2.95e-02	0.1684	2.177.209	0.3665406	59.01	WDR5B	WD repeat domain 5B
6600	84260	4.83e-02	2.95e-02	0.1622	2.176.897	0.3530614	76.36	TCHP	trichoplein keratin filament binding
